question_id,year,question_number,section_id,question_text_excerpt,classification,subject_slug,subject_id,topic_id,topic_level,topic_name,observed_difficulty,confidence,suggested_subject_original,subject_corrected,notes
6cae56ac-d728-447c-a155-ad062d02e25c,2023,26,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,"The goals and vision of the RBI are categorized in the Payments Vision 2025 documents into five anchor goalposts – Integrity, Inclusion, Inn",DURABLE,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,4ac5fc1d-9fcf-4772-bd60-d9cfa9f8e673,microtopic,RBI Payments Vision and the 4Es,medium,high,banking,yes,
31907b64-c79f-4ceb-882a-88b2a33207f5,2023,28,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,"El Niño and La Niña are opposite phases of what is known as the El Niño-Southern Oscillation (ENSO) cycle. Indian Ocean ________, sometimes ",DURABLE,general-knowledge,cf18392b-3ee8-4046-b6bf-8a0b415bf209,NOT_IN_REPO,microtopic,Climate and ocean-atmosphere phenomena,easy,medium,,no,"Blank suggested_subject -> general-knowledge; microtopic from workbench/rbi-gk-microtopic-map.csv (migration 273). GK microtopic id is created live by migration 273 (not in repo); slug gk-climate-and-ocean-atmosphere-phenomena-8085d1da, section c7f0e071-3a29-4165-8ae9-2e43d2199a86."
d599a55c-74fb-4b0a-a2a5-9cb96c250c38,2023,30,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,The Reserve Bank of India publishes half-yearly reports on management of foreign exchange reserves as part of its efforts towards enhanced t,DURABLE,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,e6131d05-0cf1-41d5-8c50-35690886d42f,microtopic,"Market, credit and operational risk",medium,medium,banking,yes,Risk categories in forex reserve deployment.
a5817e98-78ab-4dbd-abb2-27f1e3c22b35,2023,32,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,Foreign Trade Policy (2023) is a policy document which is based on continuity of time-tested schemes facilitating exports as well as a docum,DURABLE,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,26aeb1e5-1491-4618-bba6-bf43e884ea89,microtopic,Export credit and trade finance,medium,low,economics,yes,Foreign Trade Policy 2023 pillars; no FTP microtopic.
779e152e-0400-4c63-8a9b-8d474c4407fc,2023,33,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,"Under SEBI (Mutual Funds) Regulations, 1996, Mutual Funds are permitted to charge certain operating expenses for managing a mutual fund sche",DURABLE,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,afedc75c-5124-4bac-8651-2d3004cd8c4e,microtopic,Total expense ratio limits and ETFs,easy,high,capital-market,yes,
3224fa53-8136-48dc-adbd-43fa99bba0f1,2023,35,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,CBDC has the potential to bring significant changes to the economy and the financial sector. It can enhance financial inclusion by providing,DURABLE,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,84bc7a94-9656-46c9-9de1-fd3340e27473,microtopic,"CBDC, stablecoins and crypto policy",medium,high,banking,yes,
07ec5f4f-506f-49a4-b325-850d1aea8ef9,2023,37,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,"MAVEN is a NASA spacecraft orbiting Mars to study the loss of that planet’s atmospheric gases to space, providing insight into the history o",DURABLE,general-knowledge,cf18392b-3ee8-4046-b6bf-8a0b415bf209,NOT_IN_REPO,microtopic,Space missions and spacecraft,easy,medium,,no,"Blank suggested_subject -> general-knowledge; microtopic from workbench/rbi-gk-microtopic-map.csv (migration 273). GK microtopic id is created live by migration 273 (not in repo); slug gk-space-missions-and-spacecraft-be67a432, section 424cc8f1-b96f-4fef-b2db-76128e34c7d0."
fb85f00d-5fa9-4fe8-aaaa-239e35d338f7,2023,38,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,The Atlantic Declaration and accompanying Action Plan form the basis of a new type of innovative partnership across the full spectrum of ___,DURABLE,general-knowledge,cf18392b-3ee8-4046-b6bf-8a0b415bf209,NOT_IN_REPO,microtopic,International agreements and declarations,easy,medium,,no,"Blank suggested_subject -> general-knowledge; microtopic from workbench/rbi-gk-microtopic-map.csv (migration 273). GK microtopic id is created live by migration 273 (not in repo); slug gk-international-agreements-and-declarations-19824d81, section 343ffe9a-9415-4efe-bb5d-d23f38e739b9."
ee1c526a-1da6-4de1-9686-7a8e5e37adde,2023,39,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,"Net Owned Funds (NOF) is a term commonly used in the context of financial institutions, particularly non-banking financial companies (NBFCs)",DURABLE,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,7bf9193a-dfbb-4626-8876-d7821016029b,microtopic,Scale-based regulation of NBFCs,medium,medium,banking,yes,HFC NOF; HFCs sit under NBFC scale-based regulation.
920648ed-bb31-4e77-bada-88659f9bd8ad,2023,41,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,Union Cabinet has approved constitution and empowerment of Inter-Ministerial Committee under the Chairpersonship of Minister of Cooperation ,DURABLE,general-knowledge,cf18392b-3ee8-4046-b6bf-8a0b415bf209,NOT_IN_REPO,microtopic,Union ministries and departments,easy,medium,,no,"Blank suggested_subject -> general-knowledge; microtopic from workbench/rbi-gk-microtopic-map.csv (migration 273). GK microtopic id is created live by migration 273 (not in repo); slug gk-union-ministries-and-departments-cc6b7cd8, section e8948b78-aa3e-434b-9959-32c047b42be9."
bd3d649a-e201-4113-8b56-ac6b79022eb0,2023,42,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,The significant expansion of digital lending in India drove RBI to issue the Digital Lending guidelines (DL guidelines) in September 2022. T,DURABLE,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,a96131f1-d6e5-473a-9950-49bff7b7a514,microtopic,Key Fact Statement and fair lending practices,medium,medium,banking,yes,Digital Lending guidelines / FLDG.
c3f3f398-3537-4897-83f9-208043670daa,2023,46,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,"NHB RESIDEX, India’s first official housing price index, was an initiative of the National Housing Bank (NHB) undertaken at the behest of th",DURABLE,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,7aa6a5c3-2e2a-46c9-b5cf-d8a2168f4f88,microtopic,"Development financial institutions — NABARD, SIDBI, NHB, NaBFID, EXIM",medium,low,economics,yes,NHB RESIDEX base year; nearest is DFIs (NHB). No price-index microtopic.
f325058f-1c5e-435d-9c74-ed805923ebaf,2023,47,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,"Planned urbanization is necessary to accommodate population growth, promote economic development, and ensure sustainable and inclusive citie",DURABLE,general-knowledge,cf18392b-3ee8-4046-b6bf-8a0b415bf209,NOT_IN_REPO,microtopic,Urban development and governance missions,medium,medium,,no,"Blank suggested_subject -> general-knowledge; microtopic from workbench/rbi-gk-microtopic-map.csv (migration 273). GK microtopic id is created live by migration 273 (not in repo); slug gk-urban-development-and-governance-missions-9e53e37f, section 40066b89-bcfd-4ffc-8a68-73158a678dc9."
c8a89a5b-7f4f-4290-b18d-fd44672489cf,2023,48,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,"Recently, the capital markets regulator Sebi proposed to tweak the current definition of unpublished price sensitive information (UPSI) to b",DURABLE,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,4d85c12a-062f-461e-874b-a7456e8afa65,microtopic,"SEBI Act 1992 — establishment, powers, penalties",medium,low,capital-market,yes,UPSI under SEBI PIT Regulations; no insider-trading microtopic - nearest SEBI Act powers.
13a60b17-c78d-4d04-8eb8-cddd11a4165d,2023,56,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,Sovereign Gold Bonds are the government securities denominated in grams of gold. They are substitutes for holding physical gold. Investors h,DURABLE,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,1cefdf19-0cb1-4bad-a0f3-d5cde6ee8c46,microtopic,Fixed vs floating rate securities,medium,low,capital-market,yes,Sovereign Gold Bond design; no SGB microtopic - nearest fixed vs floating securities.
cc8b82f4-0a2e-4ce5-a071-4278b0bb21cb,2023,57,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,Which of the following organization celebrates its foundation day on July 1st?,DURABLE,general-knowledge,cf18392b-3ee8-4046-b6bf-8a0b415bf209,343ffe9a-9415-4efe-bb5d-d23f38e739b9,macro,Miscellaneous,easy,low,banking,yes,"ICAI foundation day - institutional trivia, no finance or GK microtopic fits; macro tag. topic_id is the GK section id."
8465c7fd-8cfe-4b7f-a3a7-4d51b2fe9653,2023,59,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,A petaflop is a unit of measurement used to quantify the processing speed of a computer or supercomputer. It represents one quadrillion floa,DURABLE,general-knowledge,cf18392b-3ee8-4046-b6bf-8a0b415bf209,NOT_IN_REPO,microtopic,Units and scales of measurement,easy,medium,,no,"Blank suggested_subject -> general-knowledge; microtopic from workbench/rbi-gk-microtopic-map.csv (migration 273). GK microtopic id is created live by migration 273 (not in repo); slug gk-units-and-scales-of-measurement-7ec529d3, section 424cc8f1-b96f-4fef-b2db-76128e34c7d0."
fc688826-eec8-4593-9f75-90a67a191e68,2023,60,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,Prime Minister Narendra Modi in May 2023 released a special commemorative Rs 75 coin to mark the inauguration of the new parliament building,DURABLE,general-knowledge,cf18392b-3ee8-4046-b6bf-8a0b415bf209,NOT_IN_REPO,microtopic,Commemorative coins and numismatics,easy,medium,,no,"Blank suggested_subject -> general-knowledge; microtopic from workbench/rbi-gk-microtopic-map.csv (migration 273). GK microtopic id is created live by migration 273 (not in repo); slug gk-commemorative-coins-and-numismatics-acb547d9, section 343ffe9a-9415-4efe-bb5d-d23f38e739b9."
8a06af86-118d-4089-af14-20f64728ddd7,2023,62,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,"Foreign reserves, also known as foreign exchange reserves or forex reserves, are assets held by a country’s central bank, typically in the f",DURABLE,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,3b2daf4c-ec9b-45cd-a101-ebe08e55f530,microtopic,"International bodies — IOSCO, BIS, FATF",medium,low,banking,yes,"Overseas custodians of RBI gold (BoE, BIS)."
e5c98da9-732f-40c7-aac2-cc1d05c5e6d6,2023,63,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,"To facilitate transparency and informed decision-making among the investors, markets regulator Sebi mandated additional requirements for the",DURABLE,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,NOT_IN_REPO,macro,,medium,low,capital-market,yes,Transition bonds / green debt securities - no green-bond microtopic; macro tag. Macro topic id not in repo.
9d689a3a-0f88-4927-bb18-0500b0c79819,2023,64,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,NBFC-MFI stands for Non-Banking Financial Company- Microfinance Institution. It refers to a type of financial institution that operates as a,DURABLE,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,39c359f9-b85b-4c3e-9a0b-e67ed39d8c4c,microtopic,Priority sector lending and microfinance,medium,high,banking,yes,
b9d6a044-93fd-439d-b2d2-fccd2b5bc02c,2023,65,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,The DRS is a technology-based system used in cricket to assist the match officials in their decision-making. DRS was preceded by a system to,DURABLE,general-knowledge,cf18392b-3ee8-4046-b6bf-8a0b415bf209,NOT_IN_REPO,microtopic,Sports terminology and Indian sporting history,easy,medium,,no,"Blank suggested_subject -> general-knowledge; microtopic from workbench/rbi-gk-microtopic-map.csv (migration 273). GK microtopic id is created live by migration 273 (not in repo); slug gk-sports-terminology-and-indian-sporting-history-a70dfb18, section 343ffe9a-9415-4efe-bb5d-d23f38e739b9."
8ce49aa5-bda8-438c-ac00-92e28ab53677,2023,67,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,PM-KUSUM scheme stands for Pradhan Mantri Kisan Urja Suraksha evam Utthaan Mahabhiyan. It is a government initiative launched in 2019 in Ind,DURABLE,general-knowledge,cf18392b-3ee8-4046-b6bf-8a0b415bf209,NOT_IN_REPO,microtopic,Agriculture and rural energy schemes,medium,medium,,no,"Blank suggested_subject -> general-knowledge; microtopic from workbench/rbi-gk-microtopic-map.csv (migration 273). GK microtopic id is created live by migration 273 (not in repo); slug gk-agriculture-and-rural-energy-schemes-ebe9a56e, section 40066b89-bcfd-4ffc-8a68-73158a678dc9."
0453ae7c-d895-45c3-af13-8ad11ae01751,2023,68,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,"The Smart Cities Mission was launched by the Hon’ Prime Minister on 25 June, 2015. The main objective of the Mission is to promote cities th",DURABLE,general-knowledge,cf18392b-3ee8-4046-b6bf-8a0b415bf209,NOT_IN_REPO,microtopic,Urban development and governance missions,medium,medium,,no,"Blank suggested_subject -> general-knowledge; microtopic from workbench/rbi-gk-microtopic-map.csv (migration 273). GK microtopic id is created live by migration 273 (not in repo); slug gk-urban-development-and-governance-missions-9e53e37f, section 40066b89-bcfd-4ffc-8a68-73158a678dc9."
1e23b271-6759-40c2-845a-93b0f48c4f61,2023,70,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,A climate clock refers to a visual representation or digital display that provides real-time information about the impacts of climate change,DURABLE,general-knowledge,cf18392b-3ee8-4046-b6bf-8a0b415bf209,NOT_IN_REPO,microtopic,Climate awareness initiatives,easy,medium,,no,"Blank suggested_subject -> general-knowledge; microtopic from workbench/rbi-gk-microtopic-map.csv (migration 273). GK microtopic id is created live by migration 273 (not in repo); slug gk-climate-awareness-initiatives-5c590710, section 343ffe9a-9415-4efe-bb5d-d23f38e739b9."
67c276e5-2f91-45f5-b1d7-33d38a4bd376,2023,71,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,UPI stands for Unified Payments Interface. It is a real-time payment system in India that enables instant and seamless fund transfers betwee,DURABLE,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,390cb8c4-537c-469c-b3d1-14d9194d8cea,microtopic,"NPCI systems — UPI, IMPS, NEFT, RTGS",medium,high,banking,yes,
b4f5f20f-b40d-48c5-9e91-0189760913db,2023,72,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,The Payments Infrastructure Development Fund (PIDF) Scheme is an initiative introduced by the Reserve Bank of India (RBI) to promote the dev,DURABLE,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,4ac5fc1d-9fcf-4772-bd60-d9cfa9f8e673,microtopic,RBI Payments Vision and the 4Es,medium,medium,banking,yes,Payments Infrastructure Development Fund.
c70742d0-94f7-42a6-9d17-1d38860e76c3,2023,73,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,"Gross Domestic Saving (GDS) refers to the total amount of savings generated within a country over a specific period, typically a year. It is",DURABLE,economics,ede9de7a-f24e-4b3b-bba2-fdd8d10f3fff,3b99d1e4-a26b-4bb9-8754-9cee350bd157,microtopic,"GDP, GNP, NNP and NDP concepts",easy,medium,economics,no,
f0abc93c-7023-4b6f-a1ca-300dce26ff5e,2023,74,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,"A clearing corporation, also known as a clearinghouse, is an entity that acts as an intermediary in financial markets to facilitate the clea",DURABLE,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,b3d81d2c-a6e7-40d0-84dc-eea66c22bee7,microtopic,Clearing corporations and settlement,medium,high,capital-market,yes,
7343f9ba-a106-42fb-9b93-532bbe0eeb4c,2023,75,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,The Bharat Bill payment system is a Reserve Bank of India (RBI) conceptualised system driven by National Payments Corporation of India (NPCI,DURABLE,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,390cb8c4-537c-469c-b3d1-14d9194d8cea,microtopic,"NPCI systems — UPI, IMPS, NEFT, RTGS",medium,high,banking,yes,
362a02d5-a932-44c8-a8b5-4fb0bbed52d4,2023,76,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,Which of the following Article of the Indian Constitution has described the division of powers between Union and State governments with resp,DURABLE,general-knowledge,cf18392b-3ee8-4046-b6bf-8a0b415bf209,NOT_IN_REPO,microtopic,Union-State relations and the legislative lists,easy,medium,,no,"Blank suggested_subject -> general-knowledge; microtopic from workbench/rbi-gk-microtopic-map.csv (migration 273). GK microtopic id is created live by migration 273 (not in repo); slug gk-union-state-relations-and-the-legislative-lists-d8f8e469, section e8948b78-aa3e-434b-9959-32c047b42be9."
33b11bae-3149-4094-8a02-a209c867dc95,2023,77,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,"This Country Partnership Strategy (CPS), 2023-2027 for India is well aligned with India’s national development priorities to be achieved by ",DURABLE,general-knowledge,cf18392b-3ee8-4046-b6bf-8a0b415bf209,NOT_IN_REPO,microtopic,Multilateral development finance in India,medium,medium,,no,"Blank suggested_subject -> general-knowledge; microtopic from workbench/rbi-gk-microtopic-map.csv (migration 273). GK microtopic id is created live by migration 273 (not in repo); slug gk-multilateral-development-finance-in-india-8639dac3, section 40066b89-bcfd-4ffc-8a68-73158a678dc9."
a60b1c74-242e-400e-9aa2-d6b6deb6437c,2023,79,861e33ac-1ec1-4650-9d01-cffaa7df3ce3,Trade Receivables electronic Discounting System (TReDS) is an online electronic platform and an institutional mechanism for factoring of tra,DURABLE,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,177b68be-4bce-4c12-bc99-f7fabcbc1de6,microtopic,"Bank advances — cash credit, overdraft, bill discounting",medium,medium,banking,yes,TReDS receivables discounting -> bill discounting.
000f179a-e88b-438d-98e6-da4f64fe66e3,2024,1,a253553e-cb78-447b-82d7-9b6325cf5547,How much government assistance is being provided for the Pradhan Mantri Awas Yojana-Urban (PMAY-U) 2.0?,DURABLE,general-knowledge,cf18392b-3ee8-4046-b6bf-8a0b415bf209,NOT_IN_REPO,microtopic,Urban development and governance missions,medium,medium,economics,yes,"PMAY-U 2.0 outlay - scheme detail, fits GK Indian Economy better than economics theory. GK microtopic id is created live by migration 273 (not in repo); slug gk-urban-development-and-governance-missions-9e53e37f, section 40066b89-bcfd-4ffc-8a68-73158a678dc9."
c03cf54f-6f27-4e8e-a958-f11435df69ef,2024,2,a253553e-cb78-447b-82d7-9b6325cf5547,"The Pradhan Mantri MUDRA Yojana (PMMY) was launched in 2015 to ignite entrepreneurship, providing collateral-free micro-loans up to Rs 10 la",DURABLE,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,ffdc4541-194f-4155-a578-d0fc9d7d4c91,microtopic,Financial Inclusion Index and schemes,medium,high,banking,yes,PMMY / MUDRA.
1eac5e45-a56c-4514-bdc4-c2d64bc5b156,2024,3,a253553e-cb78-447b-82d7-9b6325cf5547,"As per the Union Budget 2024-25, the non-reporting of small movable foreign assets up to ____________ has been de- penalised. Fill the gap",DURABLE,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,08143302-6a31-4d6c-9957-83d1948aa124,microtopic,Income-tax — penalties and PAN provisions,medium,low,economics,yes,Black Money Act de-penalisation; nearest income-tax penalties.
e68ee927-612c-4717-b89b-4d1628d8897c,2024,4,a253553e-cb78-447b-82d7-9b6325cf5547,What percentage of money can be withdrawn from the National Pension Scheme (NPS) after 3 years?,DURABLE,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,NOT_IN_REPO,macro,,medium,low,pension-sector,yes,NPS withdrawal rule; pension-sector not permitted and finance has no pension microtopic; macro tag. Macro topic id not in repo.
09bdd252-7913-4235-a3ad-f204400ce21a,2024,5,a253553e-cb78-447b-82d7-9b6325cf5547,The Union Budget 2024-25 has proposed to reduce the turnover threshold of buyers for mandatory onboarding on the TReDS platform from Rs 500 ,DURABLE,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,177b68be-4bce-4c12-bc99-f7fabcbc1de6,microtopic,"Bank advances — cash credit, overdraft, bill discounting",medium,medium,banking,yes,TReDS onboarding threshold.
8723cf3a-e4af-413c-866f-ee2e9fdf3f2d,2024,8,a253553e-cb78-447b-82d7-9b6325cf5547,"Under Self Reliant India (SRI) Fund of Rs. 50,000 crore, there is a provision of __________ from Government of India and ______________ thro",DURABLE,finance,eb273a33-ea0e-4ca7-ac8f-32afe2be5d48,4d006fea-73a6-4926-bd63-2d02b64af242,microtopic,Fund of Funds for Startups,medium,medium,economics,yes,Self Reliant India Fund is a fund-of-funds for MSMEs.
3a9d6660-e922-4bc5-b390-dac5b922a38f,2024,10,a253553e-cb78-447b-82d7-9b6325cf5547,"In pursuance of the spirit of ‘Digital India’ and capturing the essence of Minimum Government and Maximum Governance, which single window po",DURABLE,general-knowledge,cf18392b-3ee8-4046-b6bf-8a0b415bf209,NOT_IN_REPO,microtopic,Environmental clearance and industrial approvals,medium,medium,,no,"Blank suggested_subject -> general-knowledge; microtopic from workbench/rbi-gk-microtopic-map.csv (migration 273). GK microtopic id is created live by migration 273 (not in repo); slug gk-environmental-clearance-and-industrial-approvals-2be607e8, section 40066b89-bcfd-4ffc-8a68-73158a678dc9."
8b842231-525d-4bfa-84d7-4b939eae8f85,2024,11,a253553e-cb78-447b-82d7-9b6325cf5547,"Ministry of Food Processing Industries (MoFPI) implements a Scheme for Integrated Cold Chain, Food Processing and Preservation Infrastructur",DURABLE,general-knowledge,cf18392b-3ee8-4046-b6bf-8a0b415bf209,NOT_IN_REPO,microtopic,Agriculture and rural energy schemes,medium,medium,economics,yes,"MoFPI cold-chain scheme. GK microtopic id is created live by migration 273 (not in repo); slug gk-agriculture-and-rural-energy-schemes-ebe9a56e, section 40066b89-bcfd-4ffc-8a68-73158a678dc9."
a7298c3c-5b54-4c3c-9a6b-610180a97137,2024,12,a253553e-cb78-447b-82d7-9b6325cf5547,Which crops are covered under the Price Support Scheme (PSS) under the umbrella scheme of Pradhan Mantri Annadata Aay SanraksHan Abhiyan’ (P,DURABLE,general-knowledge,cf18392b-3ee8-4046-b6bf-8a0b415bf209,NOT_IN_REPO,microtopic,Agriculture and rural energy schemes,medium,medium,economics,yes,"PM-AASHA Price Support Scheme. GK microtopic id is created live by migration 273 (not in repo); slug gk-agriculture-and-rural-energy-schemes-ebe9a56e, section 40066b89-bcfd-4ffc-8a68-73158a678dc9."
